occurrenceId,canonicalElementId,sourceCode,sourceLabel,aggregationRule,zeroBlankSemantics,reportingUnitGuard,totalComponentGuard,temporalGuard,identifierGuard,status
HMIS-RPTCOL-STATE-0086,HMIS-DE-0371,2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0087,HMIS-DE-0370,2.1.1.b,Number of Home Deliveries attended by Non SBA,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0088,HMIS-DE-0491,2.1.2,Number of PW given Tablet Misoprostol during home delivery,"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0089,HMIS-DE-0389,2.2,Number of Institutional Deliveries conducted (Including C-Sections),"Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0090,HMIS-DE-0577,2.2.1,"Out of total institutional deliveries(excluding C-section), number of women stayed for 48 hours or more after delivery","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0091,HMIS-DE-0578,2.2.2,"Out of total Institutional deliveries, number of Institutional Deliveries (Excluding C-Sections) conducted at night (8 PM- 8 AM)","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0092,HMIS-DE-0579,2.2.3,"Out of total Institutional deliveries, number of institutional deliveries conducted at Midwifery Led Care Unit (MLCU)","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0093,HMIS-DE-0585,2.3.1,"Out of total number of delivery, PW with age less than <15 years","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0094,HMIS-DE-0584,2.3.2,"Out of total number of delivery, PW with age 15-19 years","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0095,HMIS-DE-0587,2.3.3,"Out of total number of delivery, PW with age more than >19-49 years","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
HMIS-RPTCOL-STATE-0096,HMIS-DE-0586,2.3.4,"Out of total number of delivery, PW with age more than > 49 years","Source-defined; generally additive counts unless the field represents a status, stock or subgroup heading","Do not collapse zero, blank, not applicable and non-reporting. Current HMIS 2.0 behavior requires custodian confirmation.","Aggregate only mutually exclusive reporting rows after facility, format and service-context deduplication",Never sum Total with its in-facility/outreach components,Use report period after it is confirmed; do not combine incompatible schema versions,Use HMIS Facility Code as source key and retain NIN/HFR as separate crosswalk identifiers,Operational use pending row-value and custodian validation
